value,total_count
anodic biofilm in a membraneless methanogenic microbial electrolysis cell,2
normal floor of mouth,2
Normal Gut at 0Gy,2
normal hard palate,2
anode MDC,2
normal lingual alveolus,2
anode biofilm of sweet potato-shochu waste microbial fuel cell,2
Normal oral cavity,2
anode biofilm in microbial fuel cells,2
An oasis in the desert,2
annual ryegrass pasture,2
normal soil,2
animal husbandry,2
animal housing material,2
Animal faeces,2
animal body or body part,2
Animal-Biome-9,2
North Central Pacific Ocean,2
north-eastern New South Wales,2
Animal biome-36,2
Animal biome-35,2
Northern Adriatic Sea,2
Animal biome-34,2
Animal biome-33,2
Animal biome-32,2
Animal biome-31,2
North Sudanian agro-ecology,2
North well,2
North West Atlantic Ocean,2
Animal-Biome-12,2
Animal-Biome-11,2
Animal-Biome-10,2
animal-associated environment [ENVO:01001002 ],2
animal-associated biome,2
anerobic,2
Anderson medium + 2mg/L BAP,2
Ancient Chinese Papermaking Village,2
106-MAO-4-B_S138,2
Anammox reactor suspended cells,2
Anammox reactor granules,2
anal sac,2
Anaerobic sludge zone,2
Anaerobic sludge from wastewater treatment plant,2
anaerobic sludge blanket reactor(ENVO:00002213),2
Anaerobic sludge blanket digester (ENVO:00002213),2
anaerobic sediment [ENVO_00002045],2
anaerobic pond,2
anaerobic mineral medium,2
anaerobic microbes from digested sludge of dry methane fermentation,2
anaerobic mesophilic digester,2
not applicable - isolated from human,2
not applicable|||missing,2
Anaerobic membrane bioreactor runing at an HRT of 6 h triplicate,2
Anaerobic membrane bioreactor runing at an HRT of 6 h duplicate,2
Anaerobic membrane bioreactor runing at an HRT of 6 h,2
Anaerobic membrane bioreactor runing at an HRT of 24 h duplicate,2
Anaerobic membrane bioreactor runing at an HRT of 24 h,2
Anaerobic membrane bioreactor runing at an HRT of 12 h duplicate,2
Anaerobic membrane bioreactor runing at an HRT of 12 h,2
anaerobic incubation,2
anaerobic granular sludge of a smooth structure,2
106-MAO-3_S135,2
"Anaerobic enrichment culture without crude oil or nitrate, sediment sub-sample c",2
"Anaerobic enrichment culture without crude oil or nitrate, sediment sub-sample b",2
"Anaerobic enrichment culture without crude oil or nitrate, sediment sub-sample a",2
"Anaerobic enrichment culture with nitrate, sediment sub-sample c",2
"Anaerobic enrichment culture with nitrate, sediment sub-sample b",2
"Anaerobic enrichment culture with nitrate, sediment sub-sample a",2
"Anaerobic enrichment culture with nitrate and crude oil, sediment sub-sample c",2
"Anaerobic enrichment culture with nitrate and crude oil, sediment sub-sample b",2
"Anaerobic enrichment culture with nitrate and crude oil, sediment sub-sample a",2
not colected,2
"Anaerobic enrichment culture with crude oil, sediment sub-sample c",2
"Anaerobic enrichment culture with crude oil, sediment sub-sample b",2
"Anaerobic enrichment culture with crude oil, sediment sub-sample a",2
anaerobic digestion environment,2
not-collected,2
anaerobic digester G3,2
anaerobic digester G1,2
anaerobic digester G0,2
anaerobic digester domestic wastewater treatment plant,2
not collected1,2
not collected10,2
not collected11,2
not collected12,2
not collected 13,2
not collected13,2
not collected 14,2
not collected14,2
not collected15,2
not collected16,2
not collected17,2
not collected18,2
not collected19,2
not collected2,2
not collected20,2
not collected21,2
not collected22,2
not collected23,2
not collected24,2
not collected3,2
not collected4,2
not collected5,2
not collected6,2
not collected7,2
not collected8,2
not collected9,2
not collected bio10,2
not collected bio11,2
not collected bio12,2
not collected bio13,2
not collected bio14,2
not collected bio15,2
not collected bio16,2
not collected bio17,2
not collected bio18,2
not collected bio19,2
not collected bio20,2
not collected bio21,2
not collected bio22,2
not collected bio23,2
not collected bio24,2
not collected bio25,2
not collected bio26,2
not collected bio27,2
not collected bio28,2
not collected bio29,2
not collected bio30,2
not collected bio31,2
not collected bio32,2
not collected bio33,2
not collected bio34,2
not collected bio35,2
not collected bio36,2
not collected bio9,2
not collected feature10,2
not collected feature11,2
not collected feature12,2
not collected feature13,2
not collected feature14,2
not collected feature15,2
not collected feature16,2
not collected feature17,2
not collected feature18,2
not collected feature19,2
not collected feature20,2
not collected feature21,2
not collected feature22,2
not collected feature23,2
not collected feature24,2
not collected feature25,2
not collected feature26,2
not collected feature27,2
not collected feature28,2
not collected feature29,2
not collected feature30,2
not collected feature31,2
not collected feature32,2
not collected feature33,2
not collected feature34,2
not collected feature35,2
not collected feature36,2
not collected feature9,2
not collected material10,2
not collected material11,2
not collected material12,2
not collected material13,2
not collected material14,2
not collected material15,2
not collected material16,2
not collected material17,2
not collected material18,2
not collected material19,2
not collected material20,2
not collected material21,2
not collected material22,2
not collected material23,2
not collected material24,2
not collected material25,2
not collected material26,2
not collected material27,2
not collected material28,2
not collected material29,2
not collected material30,2
not collected material31,2
not collected material32,2
not collected material33,2
not collected material34,2
not collected material35,2
not collected material36,2
not collected material9,2
anaerobic digester C3,2
anaerobic digester C1,2
anaerobic digester C0,2
anaerobic digester B3,2
anaerobic digester B1,2
anaerobic digester B0,2
anaerobic digester A3,2
No_template_control,2
anaerobic digester A1,2
106-MAO-3-B_S136,2
No template PCR control,2
anaerobic digester A0,2
"not given, isolated before 1951",2
Anaerobic conical flasks,2
Not identified,2
anaerobic community with V,2
anaerobic community of microbial with glucose,2
anaerobic community in V(V) and S(0),2
anaerobic community in V(V) and Cr(VI),2
anaerobic community in surfacewater,2
anaerobic community in Cr(VI),2
anaerobic bioreactor_SBR,2
anaerobic bioreactor_R3,2
anaerobic bioreactor_IS3,2
anaerobic bioreactor_IS1,2
anaerobic bioreactor_IS05,2
not missing,2
anaerobic bioreactor_EB,2
not_provided,2
not recorded,2
Anaerobic bioreactor 58,2
Anaerobic bioreactor 57,2
Not rinse mouth,2
not specified,2
Anaerobic bioreactor 56,2
Anaerobic bioreactor 55,2
Anaerobic bioreactor 54,2
Anaerobic bioreactor 53,2
Anaerobic bioreactor 52,2
Anaerobic bioreactor 51,2
106-MAO-2_S133,2
Anaerobic bioreactor 50,2
nozzle of water hose,2
NP1,2
NP1R1,2
NP1R2,2
NP2,2
NP2R1,2
NP2R2,2
NP3,2
NP3R1,2
NP3R2,2
NP4,2
NP4R1,2
NP4R2,2
NP5,2
NP6,2
Anaerobic bioreactor 49,2
NPK4,2
NPK4R1,2
NPK4R2,2
Anaerobic bioreactor 48,2
NPKM1,2
NPKM2,2
NPKM3,2
NPKM4,2
NR3S.V3,2
NR3S.V4,2
NR4S.V3,2
NR4S.V4,2
NR5S.V3,2
NR5S.V4,2
NR6S.V3,2
NR6S.V4,2
NR7S.V3,2
NR7S.V4,2
NS1S.V3,2
NS1S.V4,2
NS2S.V3,2
NS2S.V4,2
N. salina microbiota treated with AHLH24,2
NTU30,2
Nuclear,2
nuclease-free water,2
Nuclease-free water,2
nutirient,2
"nutrient disturbance, dreissena, myriophyllum",2
Nutrition,2
Nuusuatia,2
Nyctalus_noctula,2
Nyctereutes_procyonoides,2
Nycticebus_pygmaeus,2
nylsvlei nature reserve,2
NZD1,2
NZD2,2
NZD3,2
NZD4,2
anaerobic batch reactors,2
Oak biome,2
Oak Creek influent,2
anaerobically digested swine manure,2
Oak forest,2
oak leaf,2
Amyloid arthropaty,2
AMP-R-B9,2
Oak temperate forest,2
AMP-D10,2
AMP-C4,2
Oak trees,2
AMP-B9,2
AMP-A7,2
a mountain range with peaks not higher than 1000 m,2
among plants,2
Among bryophytes,2
Ammonia oxidizing archaea,2
AML sediment,2
oat,2
Oat plant infected with oat crown rust (Puccinia coronata f. sp. avenae),2
AMK-D4,2
AMK-C6,2
AMK-B1,2
AMK-A7,2
object,2
Aminoglycoside_preparation_room,2
occipital,2
AMF,2
a mesoscale eddy area in the South China Sea,2
Amended with sand and sulfate; incubated 30 days,2
Amended with sand and sulfate; incubated 100 days,2
Amended with sand and nitrate; incubated 30 days,2
Amended with sand and nitrate; incubated 100 days,2
Amended with sand and iron; incubated 30 days,2
Amended with sand and iron; incubated 100 days,2
Amended with granular activated carbon and sulfate; incubated 30 days,2
Amended with granular activated carbon and sulfate; incubated 100 days,2
Amended with granular activated carbon and nitrate; incubated 30 days,2
Amended with granular activated carbon and nitrate; incubated 100 days,2
Amended with granular activated carbon and iron; incubated 30 days,2
Amended with granular activated carbon and iron; incubated 100 days,2
Amended with clay and sulfate; incubated 30 days,2
Amended with clay and sulfate; incubated 100 days,2
Amended with clay and nitrate; incubated 30 days,2
Amended with clay and nitrate; incubated 100 days,2
Amended with clay and iron; incubated 30 days,2
Amended with clay and iron; incubated 100 days,2
ambient CO4,2
Amaranthus macrocarpus,2
Alvar,2
Alpine shrub and alpine meadow,2
alpine region,2
alpine paramo,2
alpine meadow soil,2
Alpine meadows,2
ocean [biome ENVO:01000049],2
ocean [biome ENVO:01000050],2
ocean [biome ENVO:01000051],2
ocean [biome ENVO:01000052],2
ocean [biome ENVO:01000053],2
ocean [biome ENVO:01000054],2
ocean [biome ENVO:01000055],2
ocean [biome ENVO:01000056],2
ocean [biome ENVO:01000057],2
ocean [biome ENVO:01000058],2
ocean [biome ENVO:01000059],2
ocean [biome ENVO:01000060],2
ocean [biome ENVO:01000061],2
ocean [biome ENVO:01000062],2
ocean [biome ENVO:01000063],2
ocean [biome ENVO:01000064],2
ocean [biome ENVO:01000065],2
ocean [biome ENVO:01000066],2
ocean [biome ENVO:01000067],2
ocean [biome ENVO:01000068],2
ocean [biome ENVO:01000069],2
ocean [biome ENVO:01000070],2
ocean [biome ENVO:01000071],2
ocean [biome ENVO:01000072],2
ocean [biome ENVO:01000073],2
ocean [biome ENVO:01000074],2
ocean [biome ENVO:01000075],2
ocean [biome ENVO:01000076],2
ocean [biome ENVO:01000077],2
ocean [biome ENVO:01000078],2
ocean [biome ENVO:01000079],2
ocean [biome ENVO:01000080],2
ocean [biome ENVO:01000081],2
ocean [biome ENVO:01000082],2
ocean [biome ENVO:01000083],2
ocean [biome ENVO:01000084],2
ocean [biome ENVO:01000085],2
ocean [biome ENVO:01000086],2
ocean [biome ENVO:01000087],2
ocean [biome ENVO:01000088],2
ocean [biome ENVO:01000089],2
ocean [biome ENVO:01000090],2
ocean [biome ENVO:01000091],2
ocean [biome ENVO:01000092],2
ocean [biome ENVO:01000093],2
ocean [biome ENVO:01000094],2
ocean [biome ENVO:01000095],2
ocean [biome ENVO:01000096],2
ocean [biome ENVO:01000097],2
ocean [biome ENVO:01000098],2
ocean [biome ENVO:01000099],2
ocean [biome ENVO:01000100],2
ocean [biome ENVO:01000101],2
ocean [biome ENVO:01000102],2
ocean [biome ENVO:01000103],2
ocean [biome ENVO:01000104],2
ocean [biome ENVO:01000105],2
ocean [biome ENVO:01000106],2
ocean [biome ENVO:01000107],2
ocean [biome ENVO:01000108],2
ocean [biome ENVO:01000109],2
ocean [biome ENVO:01000110],2
ocean [biome ENVO:01000111],2
ocean [biome ENVO:01000112],2
ocean [biome ENVO:01000113],2
ocean [biome ENVO:01000114],2
ocean [biome ENVO:01000115],2
ocean [biome ENVO:01000116],2
ocean [biome ENVO:01000117],2
ocean [biome ENVO:01000118],2
ocean [biome ENVO:01000119],2
ocean [biome ENVO:01000120],2
ocean [biome ENVO:01000121],2
ocean [biome ENVO:01000122],2
ocean [biome ENVO:01000123],2
ocean [biome ENVO:01000124],2
ocean [biome ENVO:01000125],2
ocean [biome ENVO:01000126],2
ocean [biome ENVO:01000127],2
ocean [biome ENVO:01000128],2
ocean [biome ENVO:01000129],2
ocean [biome ENVO:01000130],2
ocean [biome ENVO:01000131],2
ocean [biome ENVO:01000132],2
ocean [biome ENVO:01000133],2
ocean [biome ENVO:01000134],2
ocean [biome ENVO:01000135],2
ocean [biome ENVO:01000136],2
ocean [biome ENVO:01000137],2
ocean [biome ENVO:01000138],2
ocean [biome ENVO:01000139],2
ocean [biome ENVO:01000140],2
ocean [biome ENVO:01000141],2
ocean [biome ENVO:01000142],2
ocean [biome ENVO:01000143],2
ocean [biome ENVO:01000144],2
ocean [biome ENVO:01000145],2
ocean [biome ENVO:01000146],2
ocean [biome ENVO:01000147],2
ocean [biome ENVO:01000148],2
ocean [biome ENVO:01000149],2
ocean [biome ENVO:01000150],2
ocean [biome ENVO:01000151],2
ocean [biome ENVO:01000152],2
ocean [biome ENVO:01000153],2
ocean [biome ENVO:01000154],2
ocean [biome ENVO:01000155],2
ocean [biome ENVO:01000156],2
ocean [biome ENVO:01000157],2
ocean [biome ENVO:01000158],2
ocean [biome ENVO:01000159],2
ocean [biome ENVO:01000160],2
ocean [biome ENVO:01000161],2
ocean [biome ENVO:01000162],2
ocean [biome ENVO:01000163],2
ocean [biome ENVO:01000164],2
ocean [biome ENVO:01000165],2
ocean [biome ENVO:01000166],2
ocean [biome ENVO:01000167],2
ocean [biome ENVO:01000168],2
ocean [biome ENVO:01000169],2
ocean [biome ENVO:01000170],2
ocean [biome ENVO:01000171],2
ocean [biome ENVO:01000172],2
ocean [biome ENVO:01000173],2
ocean [biome ENVO:01000174],2
ocean [biome ENVO:01000175],2
ocean [biome ENVO:01000176],2
ocean [biome ENVO:01000177],2
ocean [biome ENVO:01000178],2
ocean [biome ENVO:01000179],2
ocean [biome ENVO:01000180],2
ocean [biome ENVO:01000181],2
ocean [biome ENVO:01000182],2
ocean [biome ENVO:01000183],2
ocean [biome ENVO:01000184],2
ocean [biome ENVO:01000185],2
ocean [biome ENVO:01000186],2
ocean [biome ENVO:01000187],2
ocean [biome ENVO:01000188],2
ocean [biome ENVO:01000189],2
ocean [biome ENVO:01000190],2
ocean [biome ENVO:01000191],2
ocean [biome ENVO:01000192],2
ocean [biome ENVO:01000193],2
ocean [biome ENVO:01000194],2
ocean [biome ENVO:01000195],2
ocean [biome ENVO:01000196],2
ocean [biome ENVO:01000197],2
ocean [biome ENVO:01000198],2
ocean [biome ENVO:01000199],2
ocean [biome ENVO:01000200],2
ocean [biome ENVO:01000201],2
ocean [biome ENVO:01000202],2
ocean [biome ENVO:01000203],2
ocean [biome ENVO:01000204],2
ocean [biome ENVO:01000205],2
ocean [biome ENVO:01000206],2
ocean [biome ENVO:01000207],2
ocean [biome ENVO:01000208],2
ocean [biome ENVO:01000209],2
ocean [biome ENVO:01000210],2
ocean [biome ENVO:01000211],2
ocean [biome ENVO:01000212],2
ocean [biome ENVO:01000213],2
ocean [biome ENVO:01000214],2
ocean [biome ENVO:01000215],2
ocean [biome ENVO:01000216],2
ocean [biome ENVO:01000217],2
ocean [biome ENVO:01000218],2
ocean [biome ENVO:01000219],2
ocean [biome ENVO:01000220],2
ocean [biome ENVO:01000221],2
ocean [biome ENVO:01000222],2
ocean [biome ENVO:01000223],2
ocean [biome ENVO:01000224],2
ocean [biome ENVO:01000225],2
ocean [biome ENVO:01000226],2
ocean [biome ENVO:01000227],2
ocean [biome ENVO:01000228],2
ocean [biome ENVO:01000229],2
ocean [biome ENVO:01000230],2
ocean [biome ENVO:01000231],2
ocean [biome ENVO:01000232],2
ocean [biome ENVO:01000233],2
ocean [biome ENVO:01000234],2
ocean [biome ENVO:01000235],2
ocean [biome ENVO:01000237],2
ocean [biome ENVO:01000238],2
ocean [biome ENVO:01000239],2
ocean [biome ENVO:01000240],2
ocean [biome ENVO:01000241],2
ocean [biome ENVO:01000242],2
ocean [biome ENVO:01000243],2
ocean [biome ENVO:01000244],2
ocean [biome ENVO:01000245],2
ocean [biome ENVO:01000246],2
ocean [biome ENVO:01000247],2
ocean [biome ENVO:01000248],2
ocean [biome ENVO:01000249],2
ocean [biome ENVO:01000250],2
ocean [biome ENVO:01000251],2
ocean [biome ENVO:01000252],2
ocean [biome ENVO:01000253],2
ocean [biome ENVO:01000254],2
ocean [biome ENVO:01000255],2
ocean [biome ENVO:01000256],2
ocean [biome ENVO:01000257],2
ocean [biome ENVO:01000258],2
ocean [biome ENVO:01000259],2
ocean [biome ENVO:01000260],2
ocean [biome ENVO:01000261],2
ocean [biome ENVO:01000262],2
ocean [biome ENVO:01000263],2
ocean [biome ENVO:01000264],2
ocean [biome ENVO:01000265],2
ocean [biome ENVO:01000266],2
ocean [biome ENVO:01000267],2
ocean [biome ENVO:01000268],2
ocean [biome ENVO:01000269],2
ocean [biome ENVO:01000270],2
ocean [biome ENVO:01000271],2
ocean [biome ENVO:01000272],2
ocean [biome ENVO:01000273],2
ocean [biome ENVO:01000274],2
ocean [biome ENVO:01000275],2
ocean [biome ENVO:01000276],2
ocean [biome ENVO:01000277],2
ocean [biome ENVO:01000278],2
ocean [biome ENVO:01000279],2
ocean [biome ENVO:01000280],2
ocean [biome ENVO:01000281],2
ocean [biome ENVO:01000282],2
ocean [biome ENVO:01000283],2
ocean [biome ENVO:01000284],2
ocean [biome ENVO:01000285],2
ocean [biome ENVO:01000286],2
ocean [biome ENVO:01000287],2
ocean [biome ENVO:01000288],2
ocean [biome ENVO:01000289],2
ocean [biome ENVO:01000290],2
ocean [biome ENVO:01000291],2
ocean [biome ENVO:01000292],2
ocean [biome ENVO:01000293],2
ocean [biome ENVO:01000294],2
ocean [biome ENVO:01000295],2
ocean [biome ENVO:01000296],2
ocean [biome ENVO:01000297],2
ocean [biome ENVO:01000298],2
ocean [biome ENVO:01000299],2
ocean [biome ENVO:01000300],2
ocean [biome ENVO:01000301],2
ocean [biome ENVO:01000302],2
ocean [biome ENVO:01000303],2
ocean [biome ENVO:01000304],2
ocean [biome ENVO:01000305],2
ocean [biome ENVO:01000306],2
ocean [biome ENVO:01000307],2
ocean [biome ENVO:01000308],2
ocean [biome ENVO:01000309],2
ocean [biome ENVO:01000310],2
ocean [biome ENVO:01000311],2
ocean [biome ENVO:01000312],2
ocean [biome ENVO:01000313],2
ocean [biome ENVO:01000314],2
ocean [biome ENVO:01000315],2
ocean [biome ENVO:01000316],2
ocean [biome ENVO:01000317],2
ocean [biome ENVO:01000318],2
ocean [biome ENVO:01000319],2
ocean [biome ENVO:01000320],2
ocean [biome ENVO:01000321],2
ocean [biome ENVO:01000322],2
ocean [biome ENVO:01000323],2
ocean [biome ENVO:01000324],2
ocean [biome ENVO:01000325],2
ocean [biome ENVO:01000326],2
ocean [biome ENVO:01000327],2
ocean [biome ENVO:01000328],2
ocean [biome ENVO:01000329],2
ocean [biome ENVO:01000330],2
ocean [biome ENVO:01000331],2
ocean [biome ENVO:01000332],2
ocean [biome ENVO:01000333],2
ocean [biome ENVO:01000334],2
ocean [biome ENVO:01000335],2
ocean [biome ENVO:01000336],2
ocean [biome ENVO:01000337],2
ocean [biome ENVO:01000338],2
ocean [biome ENVO:01000339],2
