raw_text,portion_parsed,normalized_curie,normalized_label,count
Pilbara3,Pilbara3,,Pilbara3,2
Monticello influent,Monticello influent,,Monticello influent,2
"Moonaree, SA","Moonaree, SA",,"Moonaree, SA",2
Moore influent,Moore influent,,Moore influent,2
mosquito cuticle and gut,mosquito cuticle and gut,,mosquito cuticle and gut,2
Biological sample 3,Biological sample 3,,Biological sample 3,2
moss cover,moss cover,,moss cover,2
pillbug,pillbug,,pillbug,2
mossy boulder,mossy boulder,,mossy boulder,2
mossy soil,mossy soil,,mossy soil,2
biological sample_204,biological sample_204,,biological sample_204,2
biological sample_203,biological sample_203,,biological sample_203,2
biological sample_202,biological sample_202,,biological sample_202,2
12C14N-Urea+As-3,12C14N-Urea+As-3,,12C14N-Urea+As-3,2
mound,mound,,mound,2
biological sample_201,biological sample_201,,biological sample_201,2
biological sample_200,biological sample_200,,biological sample_200,2
Biological sample 2,Biological sample 2,,Biological sample 2,2
biological sample_199,biological sample_199,,biological sample_199,2
biological sample_198,biological sample_198,,biological sample_198,2
biological sample_197,biological sample_197,,biological sample_197,2
biological sample_196,biological sample_196,,biological sample_196,2
Mountain areas and dam areas,Mountain areas and dam areas,,Mountain areas and dam areas,2
biological sample_195,biological sample_195,,biological sample_195,2
biological sample_194,biological sample_194,,biological sample_194,2
Mountain Cave - Mine Gallery,Mountain Cave - Mine Gallery,,Mountain Cave - Mine Gallery,2
biological sample_193,biological sample_193,,biological sample_193,2
biological sample_192,biological sample_192,,biological sample_192,2
biological sample_191,biological sample_191,,biological sample_191,2
biological sample_190,biological sample_190,,biological sample_190,2
Mountain Forest,Mountain Forest,,Mountain Forest,2
mountain forest floor [ENVO_00005769],mountain forest floor [ENVO_00005769],ENVO:00005769,mountain forest floor,2
biological sample_189,biological sample_189,,biological sample_189,2
biological sample_188,biological sample_188,,biological sample_188,2
biological sample_187,biological sample_187,,biological sample_187,2
biological sample_186,biological sample_186,,biological sample_186,2
biological sample_185,biological sample_185,,biological sample_185,2
biological sample_184,biological sample_184,,biological sample_184,2
mountain land,mountain land,,mountain land,2
biological sample_183,biological sample_183,,biological sample_183,2
biological sample_182,biological sample_182,,biological sample_182,2
biological sample_181,biological sample_181,,biological sample_181,2
"mountainous biome|heights fluctuate between 3,250 and 2,250 meters|humid subtropical climate biome|average annual temperature of 12 C|average annual rainfall of 1,358 cubic mm",mountainous biome,,mountainous biome,2
"mountainous biome|heights fluctuate between 3,250 and 2,250 meters|humid subtropical climate biome|average annual temperature of 12 C|average annual rainfall of 1,358 cubic mm","heights fluctuate between 3,250 and 2,250 meters",,"heights fluctuate between 3,250 and 2,250 meters",2
"mountainous biome|heights fluctuate between 3,250 and 2,250 meters|humid subtropical climate biome|average annual temperature of 12 C|average annual rainfall of 1,358 cubic mm",humid subtropical climate biome,,humid subtropical climate biome,2
"mountainous biome|heights fluctuate between 3,250 and 2,250 meters|humid subtropical climate biome|average annual temperature of 12 C|average annual rainfall of 1,358 cubic mm",average annual temperature of 12 C,,average annual temperature of 12 C,2
"mountainous biome|heights fluctuate between 3,250 and 2,250 meters|humid subtropical climate biome|average annual temperature of 12 C|average annual rainfall of 1,358 cubic mm","average annual rainfall of 1,358 cubic mm",,"average annual rainfall of 1,358 cubic mm",2
biological sample_180,biological sample_180,,biological sample_180,2
mountainous region,mountainous region,,mountainous region,2
biological sample_179,biological sample_179,,biological sample_179,2
biological sample_178,biological sample_178,,biological sample_178,2
00002179,00002179,,00002179,2
biological sample_177,biological sample_177,,biological sample_177,2
biological sample_176,biological sample_176,,biological sample_176,2
biological sample_175,biological sample_175,,biological sample_175,2
biological sample_174,biological sample_174,,biological sample_174,2
biological sample_173,biological sample_173,,biological sample_173,2
biological sample_172,biological sample_172,,biological sample_172,2
biological sample_171,biological sample_171,,biological sample_171,2
Mountain slopes,Mountain slopes,,Mountain slopes,2
biological sample_170,biological sample_170,,biological sample_170,2
Mountain Soil,Mountain Soil,,Mountain Soil,2
Mountain Springs,Mountain Springs,,Mountain Springs,2
Mountain stream,Mountain stream,,Mountain stream,2
biological sample_169,biological sample_169,,biological sample_169,2
Mountain terrain,Mountain terrain,,Mountain terrain,2
biological sample_168,biological sample_168,,biological sample_168,2
biological sample_167,biological sample_167,,biological sample_167,2
Mount Lemmon,Mount Lemmon,,Mount Lemmon,2
biological sample_166,biological sample_166,,biological sample_166,2
biological sample_165,biological sample_165,,biological sample_165,2
biological sample_164,biological sample_164,,biological sample_164,2
biological sample_163,biological sample_163,,biological sample_163,2
biological sample_162,biological sample_162,,biological sample_162,2
biological sample_161,biological sample_161,,biological sample_161,2
biological sample_160,biological sample_160,,biological sample_160,2
biological sample_159,biological sample_159,,biological sample_159,2
biological sample_158,biological sample_158,,biological sample_158,2
biological sample_157,biological sample_157,,biological sample_157,2
biological sample_156,biological sample_156,,biological sample_156,2
biological sample_155,biological sample_155,,biological sample_155,2
Pilot_RAS_ozonated_Year1,Pilot_RAS_ozonated_Year1,,Pilot_RAS_ozonated_Year1,2
biological sample_154,biological sample_154,,biological sample_154,2
biological sample_153,biological sample_153,,biological sample_153,2
Mouse cecal content,Mouse cecal content,,Mouse cecal content,2
biological sample_152,biological sample_152,,biological sample_152,2
biological sample_151,biological sample_151,,biological sample_151,2
biological sample_150,biological sample_150,,biological sample_150,2
biological sample_149,biological sample_149,,biological sample_149,2
biological sample_148,biological sample_148,,biological sample_148,2
biological sample_147,biological sample_147,,biological sample_147,2
biological sample_146,biological sample_146,,biological sample_146,2
biological sample_145,biological sample_145,,biological sample_145,2
biological sample_144,biological sample_144,,biological sample_144,2
biological sample_143,biological sample_143,,biological sample_143,2
Mouse dung pellet,Mouse dung pellet,,Mouse dung pellet,2
Mouse fecal DNA,Mouse fecal DNA,,Mouse fecal DNA,2
mouse fecal pellet 01,mouse fecal pellet 01,,mouse fecal pellet 01,2
mouse fecal pellet 02,mouse fecal pellet 02,,mouse fecal pellet 02,2
mouse fecal pellet 03,mouse fecal pellet 03,,mouse fecal pellet 03,2
mouse fecal pellet 04,mouse fecal pellet 04,,mouse fecal pellet 04,2
mouse fecal pellet 05,mouse fecal pellet 05,,mouse fecal pellet 05,2
mouse fecal pellet 06,mouse fecal pellet 06,,mouse fecal pellet 06,2
mouse fecal pellet 07,mouse fecal pellet 07,,mouse fecal pellet 07,2
mouse fecal pellet 08,mouse fecal pellet 08,,mouse fecal pellet 08,2
mouse fecal pellet 09,mouse fecal pellet 09,,mouse fecal pellet 09,2
mouse fecal pellet 10,mouse fecal pellet 10,,mouse fecal pellet 10,2
mouse fecal pellet 11,mouse fecal pellet 11,,mouse fecal pellet 11,2
mouse fecal pellet 12,mouse fecal pellet 12,,mouse fecal pellet 12,2
mouse fecal pellet 13,mouse fecal pellet 13,,mouse fecal pellet 13,2
mouse fecal pellet 14,mouse fecal pellet 14,,mouse fecal pellet 14,2
mouse fecal pellet 15,mouse fecal pellet 15,,mouse fecal pellet 15,2
mouse fecal pellet 16,mouse fecal pellet 16,,mouse fecal pellet 16,2
mouse fecal pellet 17,mouse fecal pellet 17,,mouse fecal pellet 17,2
mouse fecal pellet 18,mouse fecal pellet 18,,mouse fecal pellet 18,2
mouse fecal pellet 19,mouse fecal pellet 19,,mouse fecal pellet 19,2
mouse fecal pellet 20,mouse fecal pellet 20,,mouse fecal pellet 20,2
mouse fecal pellet 21,mouse fecal pellet 21,,mouse fecal pellet 21,2
mouse fecal pellet 22,mouse fecal pellet 22,,mouse fecal pellet 22,2
mouse fecal pellet 23,mouse fecal pellet 23,,mouse fecal pellet 23,2
mouse fecal pellet 24,mouse fecal pellet 24,,mouse fecal pellet 24,2
mouse fecal pellet 25,mouse fecal pellet 25,,mouse fecal pellet 25,2
mouse fecal pellet 26,mouse fecal pellet 26,,mouse fecal pellet 26,2
mouse fecal pellet 27,mouse fecal pellet 27,,mouse fecal pellet 27,2
mouse fecal pellet 28,mouse fecal pellet 28,,mouse fecal pellet 28,2
mouse fecal pellet 29,mouse fecal pellet 29,,mouse fecal pellet 29,2
mouse fecal pellet 30,mouse fecal pellet 30,,mouse fecal pellet 30,2
mouse fecal pellet 31,mouse fecal pellet 31,,mouse fecal pellet 31,2
mouse fecal pellet 32,mouse fecal pellet 32,,mouse fecal pellet 32,2
mouse fecal pellet 33,mouse fecal pellet 33,,mouse fecal pellet 33,2
mouse fecal pellet 34,mouse fecal pellet 34,,mouse fecal pellet 34,2
mouse fecal pellet 35,mouse fecal pellet 35,,mouse fecal pellet 35,2
mouse fecal pellet 36,mouse fecal pellet 36,,mouse fecal pellet 36,2
mouse fecal pellet 37,mouse fecal pellet 37,,mouse fecal pellet 37,2
mouse fecal pellet 38,mouse fecal pellet 38,,mouse fecal pellet 38,2
mouse fecal pellet 39,mouse fecal pellet 39,,mouse fecal pellet 39,2
mouse fecal pellet 40,mouse fecal pellet 40,,mouse fecal pellet 40,2
mouse fecal pellet 41,mouse fecal pellet 41,,mouse fecal pellet 41,2
mouse fecal pellet 42,mouse fecal pellet 42,,mouse fecal pellet 42,2
mouse fecal pellet 43,mouse fecal pellet 43,,mouse fecal pellet 43,2
mouse fecal pellet 44,mouse fecal pellet 44,,mouse fecal pellet 44,2
mouse fecal pellet 45,mouse fecal pellet 45,,mouse fecal pellet 45,2
mouse fecal pellet 46,mouse fecal pellet 46,,mouse fecal pellet 46,2
mouse fecal pellet 47,mouse fecal pellet 47,,mouse fecal pellet 47,2
mouse fecal pellet 48,mouse fecal pellet 48,,mouse fecal pellet 48,2
mouse fecal pellet 49,mouse fecal pellet 49,,mouse fecal pellet 49,2
mouse fecal pellet 50,mouse fecal pellet 50,,mouse fecal pellet 50,2
mouse fecal pellet 51,mouse fecal pellet 51,,mouse fecal pellet 51,2
mouse-gut associated,mouse-gut associated,,mouse-gut associated,2
Biological sample 1,Biological sample 1,,Biological sample 1,2
mouse intestine.33,mouse intestine.33,,mouse intestine.33,2
mouse intestine.34,mouse intestine.34,,mouse intestine.34,2
mouse intestine.35,mouse intestine.35,,mouse intestine.35,2
mouse intestine.36,mouse intestine.36,,mouse intestine.36,2
mouse intestine.37,mouse intestine.37,,mouse intestine.37,2
mouse intestine.38,mouse intestine.38,,mouse intestine.38,2
mouse intestine.39,mouse intestine.39,,mouse intestine.39,2
mouse intestine.40,mouse intestine.40,,mouse intestine.40,2
mouse intestine.41,mouse intestine.41,,mouse intestine.41,2
mouse intestine.42,mouse intestine.42,,mouse intestine.42,2
mouse intestine.43,mouse intestine.43,,mouse intestine.43,2
mouse intestine.44,mouse intestine.44,,mouse intestine.44,2
biological enity [CARO: 0030000],biological enity [CARO: 0030000],,biological enity CARO: 0030000,2
biological,biological,,biological,2
mouse lung 51,mouse lung 51,,mouse lung 51,2
mouse lung 52,mouse lung 52,,mouse lung 52,2
mouse lung 53,mouse lung 53,,mouse lung 53,2
mouse lung 54,mouse lung 54,,mouse lung 54,2
mouse lung 55,mouse lung 55,,mouse lung 55,2
mouse lung 56,mouse lung 56,,mouse lung 56,2
mouse lung 57,mouse lung 57,,mouse lung 57,2
mouse lung 58,mouse lung 58,,mouse lung 58,2
mouse lung 59,mouse lung 59,,mouse lung 59,2
mouse lung 60,mouse lung 60,,mouse lung 60,2
mouse lung 61,mouse lung 61,,mouse lung 61,2
mouse lung 62,mouse lung 62,,mouse lung 62,2
mouse lung 63,mouse lung 63,,mouse lung 63,2
mouse lung 64,mouse lung 64,,mouse lung 64,2
biogeochemical process [ENVO:02500030],biogeochemical process [ENVO:02500030],ENVO:02500030,biogeochemical process,2
biogas reactor content,biogas reactor content,,biogas reactor content,2
Biogas-plant,Biogas-plant,,Biogas-plant,2
biogas fermentation tank,biogas fermentation tank,,biogas fermentation tank,2
Biogas digester,Biogas digester,,Biogas digester,2
biogas digestate,biogas digestate,,biogas digestate,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 7 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 7 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 7 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 28 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 28 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 28 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 21 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 21 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 21 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 14 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 14 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt with substrate at 14 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 7 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 7 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 7 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 28 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 28 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 28 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 21 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 21 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 21 d,2
biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 14 d,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 14 d,,biofloc system rearing Pacific whiteleg shrimp with a salinity of 5 ppt without substrate at 14 d,2
Biofilter media,Biofilter media,,Biofilter media,2
biofilter matrix,biofilter matrix,,biofilter matrix,2
biofilter bif,biofilter bif,,biofilter bif,2
biofilm reactor MB3BCh2 replicate3,biofilm reactor MB3BCh2 replicate3,,biofilm reactor MB3BCh2 replicate3,2
biofilm reactor MB3BCh2 replicate2,biofilm reactor MB3BCh2 replicate2,,biofilm reactor MB3BCh2 replicate2,2
